idComprobante,idArticulo,Descripcion,Unidades,MetrosCuadrados,ImporteMetrosCuadrados
48074,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,6.0000,6.00000000,35611.6409
48074,20223,SPC Roble Moscu 1101 (Max Core 2da Gen) 4.5 mm (0.,71.0000,129.93000000,487108.4114
48078,20223,SPC Roble Moscu 1101 (Max Core 2da Gen) 4.5 mm (0.,71.0000,129.93000000,487108.4114
48078,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,6.0000,6.00000000,35611.6409
48082,19424,Flotante Kronotex BlockWood D-3585 Dinamic -,84.0000,178.92000000,316658.2613
48082,18941,Flotante Kronotex Nevada Kiefer D-4127 Dinamic -,14.0000,29.82000000,52776.3769
48085,19812,SPC Roble Lyon 4 mm (0.3 wl) / Bisel -,53.0000,100.17000000,341779.2702
48085,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,4.5000,4.50000000,27950.3894
48086,20715,SPC Chene 8883 (Max Core 2da Generacion) Home (4mm,6.0000,15.84000000,63185.1600
48087,200176,SPC Oferta CDA190L-13X 4.7 mm -,14.0000,30.94000000,78388.2400
48088,200145,SPC Oferta JMW70604 - -,13.0000,32.11000000,90127.2372
48092,20884,SPC Oferta Truffle Oak 4 mm (0.3 wl) -,17.0000,44.88000000,125963.5400
48092,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,2.0000,2.00000000,14522.3200
48093,20884,SPC Oferta Truffle Oak 4 mm (0.3 wl) -,17.0000,44.88000000,125963.5400
48093,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,2.0000,2.00000000,14522.3200
48094,20884,SPC Oferta Truffle Oak 4 mm (0.3 wl) -,17.0000,44.88000000,125963.5400
48094,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,2.0000,2.00000000,14522.3200
48099,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,3.0000,3.00000000,17707.7910
48099,20883,SPC Oferta Barrique Oak 4 mm (0.3 wl) -,26.0000,68.64000000,156605.2826
48101,21521,Deck PVC Roble Gris T602 Colección Noble (Sin Pigm,69.0000,28.98000000,226087.7184
48102,21656,SPC Oferta 6172-1 4.2 mm (0.4 wl) -,2.0000,4.40000000,12343.5852
48102,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,11.0000,11.00000000,4067.9650
48103,20839,SPC Oxido 5083 (Max Core 2da Generacion) Home (4mm,1.0000,2.64000000,8700.5965
48111,200165,SPC Oferta JMW51903 5 mm (0.5 wl) -,18.0000,31.68000000,80246.2338
48114,200161,"SPC Oferta JMW53409 4,5 mm -",20.0000,34.80000000,81398.4000
48114,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,1.5000,1.50000000,10891.7400
48115,200165,SPC Oferta JMW51903 5 mm (0.5 wl) -,1.0000,1.76000000,4457.2324
48117,20880,SPC Oferta Dune Oak 4 mm (0.3 wl) -,2.0000,5.28000000,12473.3544
48117,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,5.0000,5.00000000,1527.6855
48119,20884,SPC Oferta Truffle Oak 4 mm (0.3 wl) -,11.0000,29.04000000,67364.5281
48119,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,6001.3500
48119,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,3000.1950
48120,20880,SPC Oferta Dune Oak 4 mm (0.3 wl) -,2.0000,5.28000000,12473.3544
48120,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,5.0000,5.00000000,1527.6855
48121,5228,Flotante Kronotex Nogal Rojo D-725 Dinamic -,6.0000,12.78000000,32003.6682
48124,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,3.0000,3.00000000,17688.1827
48124,21255,SPC Sacramento BLANCO 2333 AQUAblue (4mm + 0.3 wl),25.0000,67.50000000,183908.8550
48125,21099,SPC Roble Greenland 4 mm (0.3 wl) -,6.0000,12.30000000,42292.8127
48125,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,0.5000,0.50000000,3129.5607
48127,21098,SPC Roble Roma 4 mm (0.3 wl) -,6.0000,12.30000000,49063.5600
48129,17774,Mantos Ladix 3mmx0.80mmx1.25 mm - -,33.0000,33.00000000,9073.8449
48129,14735,Flotante Kronotex Malmo D-3584 Dinamic -,23.0000,48.99000000,124936.6819
48129,14691,Flotante Kronotex Roble Harbour D-3570 Exquisit An,5.0000,13.50000000,42786.6521
48132,200153,SPC Oferta WR313501 8 mm -,8.0000,16.40000000,41853.7344
48133,200161,"SPC Oferta JMW53409 4,5 mm -",20.0000,34.80000000,81398.4000
48133,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,1.5000,1.50000000,10891.7400
48134,200163,SPC Oferta JMS0701 5 mm (0.55 wl) -,20.0000,34.80000000,78336.6840
48134,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.5000,1.50000000,10478.9430
48135,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,38.0000,38.00000000,11341.9550
48135,19810,SPC Roble Munich (2319) 4 mm (0.3 wl) -,16.0000,43.20000000,119176.1424
48138,19401,LVT Roble Molly CLT-986 Chalet Clic -,10.0000,26.30000000,89144.0040
48138,19816,SPC Metz 4 mm (0.3 wl) / Bisel + EIR -,5.0000,17.70000000,57893.5990
48138,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,2.0000,2.00000000,11908.3024
48141,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,2.0000,2.00000000,13820.8949
48141,20230,SPC Abeto 8881 (Max Core 2da Gen) 4 mm (0.3 wl) -,15.0000,39.60000000,150333.2901
48142,17013,Flotante Kronotex Brave D-4782 Exquisit -,30.0000,63.90000000,186129.5820
48143,200134,SPC Oferta CD196-06SM0332 3 mm -,2.0000,5.86000000,11396.1770
48143,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,4.0000,4.00000000,1188.2880
48144,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,5.0000,5.00000000,28532.0000
48144,19814,SPC Roble Niza 4 mm (0.3 wl) / Bisel -,59.0000,111.51000000,339068.0086
48145,20305,"SPC Zeus 3001 Rustic (4mm + 0,3 wl + Bisel) -",41.0000,110.70000000,400469.2138
48145,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,5.5000,5.50000000,29547.8788
48145,20311,"SPC Aconcagua 5003 Antique 5,5mm (4mm + 0,5 wl + E",13.0000,34.32000000,129527.1419
48149,20880,SPC Oferta Dune Oak 4 mm (0.3 wl) -,4.0000,10.56000000,29638.4800
48149,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,7261.1600
48153,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,5.0000,5.00000000,36127.8491
48154,200159,"SPC Oferta ORGW179-15 4,5 mm -",21.0000,55.65000000,131849.4744
48158,19815,SPC Estrasburgo 4 mm (0.3 wl) / Bisel -,1.0000,3.54000000,14085.0844
48158,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,0.5000,0.50000000,3621.4983
48160,19814,SPC Roble Niza 4 mm (0.3 wl) / Bisel -,23.0000,43.47000000,143256.2314
48160,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,2.0000,2.00000000,11998.3408
48162,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,7226.2965
48162,20883,SPC Oferta Barrique Oak 4 mm (0.3 wl) -,9.0000,23.76000000,66366.4842
48164,17774,Mantos Ladix 3mmx0.80mmx1.25 mm - -,18.0000,18.00000000,5648.8806
48164,14735,Flotante Kronotex Malmo D-3584 Dinamic -,10.0000,21.30000000,61998.1060
48166,18893,Prefinish Naturel D-0487 Saga xl (oiled) -,20.0000,44.40000000,584833.4500
48166,18801,Mantos Erze 3mmx0.80mmx1.25 mm - -,39.0000,39.00000000,9860.2101
48171,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,4.0000,4.00000000,29044.6464
48171,21656,SPC Oferta 6172-1 4.2 mm (0.4 wl) -,38.0000,83.60000000,234645.5958
48175,20228,SPC Roble Hacienda 1 Lama 8007 (Max Core 2da Gen),2.0000,5.28000000,21059.6138
48175,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,4.0000,4.00000000,1439.8560
48177,20886,SPC Oferta Orchid 5mm + 1.5mm EVA + 0.3 wl -,8.0000,15.84000000,44004.4904
48180,18801,Mantos Erze 3mmx0.80mmx1.25 mm - -,50.0000,50.00000000,12905.8850
48182,200153,SPC Oferta WR313501 8 mm -,10.0000,20.50000000,43001.3790
48183,20826,LVT Oferta JMW081 Pisa 5.0 mm (0.35 wl) + EIR -,7.0000,14.77000000,44158.9414
48183,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,13.0000,13.00000000,3867.7873
48183,19185,Flotante Kronotex Roble Aragon D-4181 Glamour High,16.0000,34.08000000,149802.0784
48183,18801,Mantos Erze 3mmx0.80mmx1.25 mm - -,30.0000,30.00000000,7781.5740
48184,200160,SPC Oferta CD 179-05 5 mm (0.3 wl) -,4.0000,10.60000000,24352.1575
48184,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,0.5000,0.50000000,3284.8058
48185,21098,SPC Roble Roma 4 mm (0.3 wl) -,4.0000,8.20000000,32791.0000
48186,200120,"SPC Oferta 88002-1 4,5 mm -",3.0000,9.33000000,23943.4800
48187,21658,SPC Oferta 4007 4 mm (0.3 wl) -,4.0000,11.24000000,27760.0036
48193,18472,Flotante Oferta Kronotex Gala Eiche Titan M-1016 1,38.0000,60.80000000,125694.3214
48193,18801,Mantos Erze 3mmx0.80mmx1.25 mm - -,55.0000,55.00000000,14348.1690
48195,21209,SPC Maguncia 2317 4 mm (0.3 wl) -,6.0000,16.20000000,53986.7700
48197,20883,SPC Oferta Barrique Oak 4 mm (0.3 wl) -,8.0000,21.12000000,5.9424
48198,19860,SPC Roble Bremen (5022) AQUAblue (4mm + 0.3 wl) -,8.0000,21.60000000,57872.1608
48198,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,5798.0102
48198,20883,SPC Oferta Barrique Oak 4 mm (0.3 wl) -,3.0000,7.92000000,17749.6599
48208,21686,SPC Asino 2211 4 mm (0.5 wl) -,7.0000,18.48000000,66000.1090
48208,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,7278.6321
48209,200141,SPC Oferta ORGW102-15 - -,5.0000,12.15000000,25911.9890
48210,200120,"SPC Oferta 88002-1 4,5 mm -",21.0000,65.31000000,138525.0027
48212,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,3.5000,3.50000000,25416.5710
48212,20884,SPC Oferta Truffle Oak 4 mm (0.3 wl) -,26.0000,68.64000000,192669.4209
48213,14466,Flotante Kronotex Haya Nobelle D-1424 Dinamic -,5.0000,10.65000000,27001.9870
48216,200141,SPC Oferta ORGW102-15 - -,6.0000,14.58000000,34361.5200
48219,21255,SPC Sacramento BLANCO 2333 AQUAblue (4mm + 0.3 wl),11.0000,29.70000000,99904.7269
48219,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,1.5000,1.50000000,10919.0219
48224,200138,SPC Oferta ORGW102-13 6 mm -,8.0000,21.20000000,53853.3442
48225,200173,SPC Oferta JMW75101 4 mm -,19.0000,41.80000000,87246.8983
48225,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,38.0000,38.00000000,12338.0341
48228,21522,Deck PVC Roble Natural T405 Colección Noble (Sin P,181.0000,76.02000000,674090.0139
48229,19215,Flotante Krono Original Appalachian D-8155 Narrow,14.0000,19.88000000,73802.4302
48229,20312,"SPC Makalu 5004 Antique 5,5mm (4mm + 0,5 wl + EVA",3.0000,7.92000000,33040.6346
48229,17774,Mantos Ladix 3mmx0.80mmx1.25 mm - -,18.0000,18.00000000,4962.2507
48231,20225,SPC Roble Weston 1104 (Max Core 2da Gen) 4.5 mm (0,8.0000,14.64000000,67314.7200
48231,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,7279.3600
48232,21098,SPC Roble Roma 4 mm (0.3 wl) -,26.0000,53.30000000,194931.1806
48232,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,2.5000,2.50000000,16643.5533
48233,18801,Mantos Erze 3mmx0.80mmx1.25 mm - -,25.0000,25.00000000,7847.0375
48233,19187,Flotante Kronotex Roble Sonora D-4186 Glamour High,13.0000,27.69000000,147285.7711
48235,21702,SPC Oferta Daisy 5mm + 1.5mm EVA + 0.3 wl -,7.0000,13.86000000,44571.5424
48237,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,7205.8493
48237,21097,SPC Roble Adela 4 mm (0.3 wl) -,11.0000,22.55000000,89264.5424
48240,200156,SPC Oferta CDW653EXL-01 4 mm -,4.0000,13.88000000,32031.8944
48240,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,5971.9787
48242,200111,Porcelanato Indiana - Rectificado - -,9.0000,15.21000000,59420.7873
48244,200149,SPC Oferta JMW67303 - -,6.0000,14.82000000,41694.1800
48245,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,5.0000,5.00000000,33088.3309
48246,20231,SPC Teka 8882 (Max Core 2da Gen) 4 mm (0.3 wl) -,3.0000,7.92000000,25651.5000
48247,200165,SPC Oferta JMW51903 5 mm (0.5 wl) -,16.0000,28.16000000,59100.6896
48248,21097,SPC Roble Adela 4 mm (0.3 wl) -,11.0000,22.55000000,74313.4238
48248,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,5998.9123
48251,200122,"SPC Oferta ORGW354-10 4,5 mm -",4.0000,11.72000000,24853.6152
48253,21684,SPC Baykit 2206 4 mm (0.5 wl) -,6.0000,15.84000000,46676.1735
48253,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,6005.4720
48254,20884,SPC Oferta Truffle Oak 4 mm (0.3 wl) -,13.0000,34.32000000,96566.4700
48254,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.5000,1.50000000,10919.0400
48255,21097,SPC Roble Adela 4 mm (0.3 wl) -,4.0000,8.20000000,27091.9242
48255,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,0.5000,0.50000000,3007.1036
48260,200169,SPC Oferta JMW7432 5mm (0.25 wl) -,11.0000,33.55000000,64688.7021
48260,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,32.0000,32.00000000,9807.4592
48261,19859,Flotante Superior Roble Trend Brown D-3128 Catwalk,7.0000,14.91000000,43831.9518
48261,17774,Mantos Ladix 3mmx0.80mmx1.25 mm - -,13.0000,13.00000000,4120.4358
48263,18472,Flotante Oferta Kronotex Gala Eiche Titan M-1016 1,47.0000,75.20000000,188903.2478
48263,18801,Mantos Erze 3mmx0.80mmx1.25 mm - -,68.0000,68.00000000,21555.2043
48266,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,13.0000,13.00000000,4680.0000
48266,200134,SPC Oferta CD196-06SM0332 3 mm -,6.0000,17.58000000,41534.4600
48266,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,15.0000,15.00000000,5400.0000
48266,200145,SPC Oferta JMW70604 - -,6.0000,14.82000000,41701.4400
48267,19373,Flotante Kronotex Trend Oak Red D-3203 (Caja Dinam,10.0000,21.30000000,51744.5760
48267,17774,Mantos Ladix 3mmx0.80mmx1.25 mm - -,19.0000,19.00000000,4976.5161
48269,20880,SPC Oferta Dune Oak 4 mm (0.3 wl) -,77.0000,203.28000000,571970.6300
48270,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,2.0000,2.00000000,12010.9440
48270,19812,SPC Roble Lyon 4 mm (0.3 wl) / Bisel -,24.0000,45.36000000,149641.6680
48275,20117,SPC Oferta Roble Hamburgo 2333 4 mm (0.3 wl) -,5.0000,13.50000000,34154.5340
48276,20117,SPC Oferta Roble Hamburgo 2333 4 mm (0.3 wl) -,33.0000,89.10000000,225419.9244
48276,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,4.0000,4.00000000,21899.6712
48280,14690,Flotante Kronotex Roble Rift (Astilla) D-3044 Exqu,6.0000,16.20000000,48927.1800
48280,20522,Flotante Superior Roble Trend Brown D-3128 Advance,4.0000,8.52000000,21001.3648
48281,19860,SPC Roble Bremen (5022) AQUAblue (4mm + 0.3 wl) -,1.0000,2.70000000,7506.4879
48283,19214,Flotante Krono Original Red River D-8156 Narrow -,1.0000,1.42000000,6289.6650
48286,20880,SPC Oferta Dune Oak 4 mm (0.3 wl) -,8.0000,21.12000000,58546.0223
48286,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,18.0000,18.00000000,6481.2859
48287,20791,"SPC Oferta New Castle Weathered Oak WFS68122 3,2mm",14.0000,30.80000000,80862.1275
48291,21209,SPC Maguncia 2317 4 mm (0.3 wl) -,33.0000,89.10000000,186791.9130
48291,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,4.0000,4.00000000,19215.2784
48294,20880,SPC Oferta Dune Oak 4 mm (0.3 wl) -,5.0000,13.20000000,37140.9500
48294,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,7279.3600
48296,19957,SPC Atelier Blanco 8891 (Max Core) 4 mm (0.3 wl) -,2.0000,5.28000000,21114.5000
48297,21657,SPC Oferta 4001 4 mm (0.3 wl) -,2.0000,5.62000000,15812.2800
48297,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,0.5000,0.50000000,3639.6800
48298,19368,Flotante Kronotex Eiche Rosemont D-3665 (Caja Exqu,6.0000,12.78000000,31498.2360
48298,17774,Mantos Ladix 3mmx0.80mmx1.25 mm - -,11.0000,11.00000000,2881.8383
48300,20116,SPC Oferta Roble Vienna 4022 4 mm (0.3 wl) -,23.0000,62.10000000,172168.7701
48300,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,3.0000,3.00000000,17998.9455
48304,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,0.5000,0.50000000,3639.3161
48304,200163,SPC Oferta JMS0701 5 mm (0.55 wl) -,8.0000,13.92000000,32647.3752
48308,20880,SPC Oferta Dune Oak 4 mm (0.3 wl) -,1.0000,2.64000000,6000.4919
48310,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,2.5000,2.50000000,14729.7850
48310,20839,SPC Oxido 5083 (Max Core 2da Generacion) Home (4mm,19.0000,50.16000000,162355.7239
48311,21681,SPC Surinda 2207 4 mm (0.5 wl) -,1.0000,2.64000000,7700.1542
48312,20184,SPC Roble Bayonne 4 mm (0.3 wl) / Bisel -,12.0000,22.68000000,72317.0856
48312,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,5804.5081
48313,21162,SPC Oferta 014 4 mm (0.3 wl) -,11.0000,23.87000000,59076.4350
48313,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,6005.4720
48315,21702,SPC Oferta Daisy 5mm + 1.5mm EVA + 0.3 wl -,17.0000,33.66000000,107431.2960
48320,200168,SPC Oferta JMW0994 5 mm (0.3 wl) -,6.0000,18.30000000,42819.4800
48320,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,15.0000,15.00000000,5460.0000
48325,21162,SPC Oferta 014 4 mm (0.3 wl) -,21.0000,45.57000000,98829.9291
48325,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,2.0000,2.00000000,11220.4056
48326,20883,SPC Oferta Barrique Oak 4 mm (0.3 wl) -,8.0000,21.12000000,59128.3920
48326,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,7242.9632
48332,19812,SPC Roble Lyon 4 mm (0.3 wl) / Bisel -,15.0000,28.35000000,91844.7720
48332,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,5897.5145
48333,20312,"SPC Makalu 5004 Antique 5,5mm (4mm + 0,5 wl + EVA",32.0000,84.48000000,314020.8768
48334,200152,SPC Oferta JMW51908L - -,3.0000,8.46000000,17890.1628
48336,21162,SPC Oferta 014 4 mm (0.3 wl) -,15.0000,32.55000000,97637.2350
48336,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.5000,1.50000000,10917.9482
48337,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,5.0000,5.00000000,36302.1078
48337,21098,SPC Roble Roma 4 mm (0.3 wl) -,54.0000,110.70000000,419289.5373
48338,21206,SPC Postdam 2328 4 mm (0.3 wl) -,7.0000,18.90000000,63575.8200
48338,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,1.0000,1.00000000,7279.3600
48339,20884,SPC Oferta Truffle Oak 4 mm (0.3 wl) -,5.0000,13.20000000,37040.6695
48339,19768,Mantos EVA 1.5 mm (1 rollo 20m2) -,12.0000,12.00000000,4319.1072
48341,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,0.5000,0.50000000,3639.3160
48341,19349,"SPC Luxury Vinyl Roble Oslo N1103 4,5 mm -",5.0000,6.85000000,31493.1504
48345,200137,SPC Oferta 88002-1 4 mm -,5.0000,11.05000000,23428.6880
48345,19767,Mantos IXPE 1.5 mm (1 rollo 20m2) -,0.5000,0.50000000,3007.8316
48346,21657,SPC Oferta 4001 4 mm (0.3 wl) -,17.0000,47.77000000,109974.3872
48347,21522,Deck PVC Roble Natural T405 Colección Noble (Sin P,30.0000,12.60000000,102352.5450
